record_uid,batch,source_file,record_index,model,generated_at_utc,sir_id,report_date,incident_date,location_details,where_clear,location_text_raw,country_or_area,location_type,precision_level,geocodable,geocodable_query,lat,lon,uncertainty_note,dead_confirmed,injured_confirmed,missing_confirmed,dead_possible_min,dead_possible_max,possible_violations_count,context_note,libyan_coast_guard_involved,evidence_quote,confidence,evidence_pages
68,pad-2020-00078,pdfs/pad-2020-00078/SirExport_JO_Poseidon_2019_3_Releasable.pdf,3,gemini-2.5-flash,2026-02-17 08:50:45.26061+01,10028/2019,2019-04-15,2019-04-15,Corpse found in the sea at Samos Island. Sea area of Karlovasi at Samos Island. Coastal area of Karlovasi port.,"Sea area and coastal area of Karlovasi, Samos Island, Greece",,"Samos Island, Greece",mixed,approximate,true,"Karlovasi, Samos Island, Greece",,,,1,0,1,0,0,0,"Text Removed - Justification 4 informed that according to information provided by HCG: On 14.04.2019-07:40 LT, a female dead body, African origin, was discovered by a fishing boat in the sea area of Karlovasi at Samos Island. On the same day at 05:40 LT, 51 migrants were detected by the HCG at the coastal area of Karlovasi port, according to migrants statements 1 person was missing.",false,"On 14.04.2019-07:40 LT, a female dead body, African origin, was discovered by a fishing boat in the sea area of Karlovasi at Samos Island. ... according to migrants statements 1 person was missing.",high,"7,8"
152,pad-2020-00167,pdfs/pad-2020-00167/SIR_Part_1.pdf,8,gemini-2.5-flash,2026-02-16 23:35:25.70972+01,10030/2019,2019-04-18,2019-04-17,Provincial Road close to the south entrance of Text Removed - Justification 3.,"Provincial Road near Didymoteicho, Greece",0.0000000000,Greece,land,approximate,true,"Didymoteicho, Greece",,,Specific location and BCU are redacted.,0,3,0,0,0,0,"A vehicle carrying 15 irregular migrants (3 IRQ, 1 PSE, 4 SYR, 5 AFG, 2 EGY) and a BGR facilitator overturned on a provincial road due to high speed. 3 migrants were slightly injured and hospitalized, then released. All persons were arrested.",false,"detected one vehicle that had overturned, due to its high speed... Three (03) of the irregular migrants were transported to Didymoteicho Hospital",high,"17,19"
67,pad-2020-00078,pdfs/pad-2020-00078/SirExport_JO_Poseidon_2019_3_Releasable.pdf,2,gemini-2.5-flash,2026-02-17 08:50:45.26061+01,10031/2019,2019-04-20,2019-04-20,Car accident between rental Text Removed - Justification 4 Patrol Car and other car at Kos Island. Crossroad of Ethelonton Polemiston Kos street and Antigonis street.,"Crossroad of Ethelonton Polemiston Kos street and Antigonis street, Kos Island, Greece",,"Kos Island, Greece",land,exact,true,"Ethelonton Polemiston Kos street and Antigonis street, Kos Island, Greece",,,,0,0,0,0,0,0,"About 3:10 there were a car crash at crossroad of Ethelonton Polemiston Kos street and Antigonis street with Text Removed - Justification 1, 4. The other car did not stop at a ""STOP"" sign and crossed of Antigonis street. As outcomes, both cars are with significant damages. Local traffic police arrived and committed the affair. According to the HP papers - the alcohol exams were 0.00 on the both drivers. The Frontex patrolling team - Text Removed - Justification 4 visited local hospital but nothing worryingly was noted. The incident is marked by significant damage. Thankfully, all passengers in the patrol car have been fitted with seatbelts and airbags, in respecting the Greek laws. No seriously injured persons, only shock and small scratches.",false,"About 3:10 there were a car crash at crossroad of Ethelonton Polemiston Kos street and Antigonis street with Text Removed - Justification 1, 4.",high,"5,6"
37,pad-2020-00067-documents,pdfs/pad-2020-00067-documents/PAD-2020-00067_documents.pdf,0,gemini-2.5-flash,2026-02-16 17:54:44.438411+01,10036/2019,2019-05-07,2019-05-06,"The incident occurred at the GRC-TUR border section. Specific coordinates are listed as 0.0, which is likely a placeholder or redaction.",Greece-Turkey border section,GRC-TUR border section,Greece-Turkey border,land,broad,true,Greece-Turkey border,0.0,0.0,"Coordinates are 0.0, likely a placeholder or redaction. The actual location is broadly defined as the GRC-TUR border section.",,,,,,2,The incident involves an alleged pushback at the GRC-TUR border section.,false,Alleged pushback at the GRC-TUR border section,medium,1
642,pad-2025-00339,pdfs/pad-2025-00339/SIR_10036_2019.pdf,0,gemini-2.5-flash,2026-02-17 13:19:19.491762+01,10036/2019,2019-05-07,2019-05-06,"Incident at the GRC-TUR border section, involving alleged pushback from Greece to Turkey.",GRC-TUR border section,"Greece, -, Greece",Greece,land,exact,true,"39.0, 22.0",39.0,22.0,,0,2,0,,,5,"Human Resources informs TR media reported possible push back incidents at the Turkish Greek Land border. According to Evrensel Gazetesi, Greek police reportedly beat up two Pakistani refugees and confiscated their money and belongings before forcibly deporting them to Turkey. The incident involves allegations on so called 'pushback' of 2 persons by the Hellenic police to the border with Turkey without taking into consideration their personal circumstances. Such police action may amount to collective expulsion, which Article 19 of the EU Charter explicitly prohibits. Furthermore, in the course of aforementioned police actions, it is clear that the persons subjected to these actions did not have access to an effective remedy when transferred to the border with Turkey. Frontex emphasizes the importance of conducting an efficient investigation in incidents involving violations of fundamental rights. Frontex recommends that the investigative procedure should be conducted in full compliance with the principles of impartiality, objectivity and confidentiality.",false,Greek police reportedly beat up two Pakistani refugees and confiscated their money and belongings before forcibly deporting them to Turkey.,high,"1,2"
151,pad-2020-00167,pdfs/pad-2020-00167/SIR_Part_1.pdf,7,gemini-2.5-flash,2026-02-16 23:35:25.70972+01,10038/2019,2019-05-09,2019-05-08,"Street between Text Removed - Justification 3, near village Text Removed - Justification 3.",Near a village in Greece,0.0000000000,Greece,land,approximate,true,Greece,,,Specific locations and BCU are heavily redacted.,1,1,0,0,0,0,"A car with a SYR facilitator and 8 EGY migrants, fleeing Greek police, crashed. The SYR driver died. One EGY migrant was injured and hospitalized, while 7 others were apprehended. The deceased driver was facilitating illegal exit.",false,"Ambulance arriving at the scene of the accident established the death of the SYR national driving the car. ... one (1) person injured by a car accident, seven (7) persons apprehended",high,"15,16"
66,pad-2020-00078,pdfs/pad-2020-00078/SirExport_JO_Poseidon_2019_3_Releasable.pdf,1,gemini-2.5-flash,2026-02-17 08:50:45.26061+01,10039/2019,2019-05-14,2019-04-25,1 MISSING PERSON OFF SAMOS ISLAND. Apprehended at 'Mykali'' coastal area of Samos island. Dead body found at coastal area ''Mertziki'' SE of Samos island.,"Coastal area of Mykali and Mertziki, Samos Island, Greece",,"Samos Island, Greece",mixed,approximate,true,"Mykali coastal area, Samos Island, Greece; Mertziki coastal area, Samos Island, Greece",,,,1,0,0,0,0,0,"On 25/04/2019 15:00 LT a PSE migrant was apprehended by HP personnel at 'Mykali'' coastal area of Samos island. He claimed that he begun swimming together with one more migrant from the opposite coasts of turkey to reach Samos island. According to information received from the apprehended migrant the other is still missing. Immediately a SAR Operation was launched Text Removed - Justification 2 with the participation of Text Removed - Justification 2, 6 with negative results. JRCC Piraeus informed MRCC Ankara and simultaneously a SAR Operation was launched with the participation Text Removed - Justification 2, 6. 01 rescued migrant 01 casualty (01 male). One migrant was apprehended by HP personnel at a coastal area of Samos island while another was missing. A SAR Operation was launched by JRCC Piraeus with negative results. At 12/05/2019 a dead body was found by HCG and HP personnel at coastal area ''Mertziki'' SE of Samos island. The apprehended migrant claimed that the dead person was his friend they swum together from Turkish coasts to Samos. Necrotomy-Necropsy was requested to forensic services. The investigation is on going.",false,On 25/04/2019 15:00 LT a PSE migrant was apprehended by HP personnel at 'Mykali'' coastal area of Samos island. He claimed that he begun swimming together with one more migrant... the other is still missing. ... At 12/05/2019 a dead body was found by HCG and HP personnel at coastal area ''Mertziki'' SE of Samos island.,high,"3,4"
65,pad-2020-00078,pdfs/pad-2020-00078/SirExport_JO_Poseidon_2019_3_Releasable.pdf,0,gemini-2.5-flash,2026-02-17 08:50:45.26061+01,10045/2019,2019-05-30,2019-05-30,Demonstration inside Kos RIC blocking the main entrance.,"Inside Kos Refugee Identification Center, Kos Island, Greece",,"Kos Island, Greece",facility,approximate,true,"Kos RIC, Kos Island, Greece",,,,1,0,0,0,0,0,"On 30 May at 11:00, some 200-300 migrants started a demonstration inside Kos RIC blocking the main entrance. The demonstration was loud, but not violent. At 11:10 all Text Removed - Justification 2 evacuated outside the camp as a safety precaution. GRC HP Anti riot unit was present and at 11:20 the demonstration ended without consequences. As additional information, it has been reported that yesterday in Kos RIC one migrant (IRQ) died due to diabetes problems.",false,"On 30 May at 11:00, some 200-300 migrants started a demonstration inside Kos RIC blocking the main entrance. ... one migrant (IRQ) died due to diabetes problems.",high,"1,2"
64,pad-2020-00078,pdfs/pad-2020-00078/SirExport_JO_Poseidon_2019_2_Releasable.pdf,9,gemini-2.5-flash,2026-02-17 08:41:07.510174+01,10046/2019,2019-06-11,2019-06-11,"East of Lesvos, Pamfila sea area, east side of Lesvos island","Pamfila sea area, east of Lesvos island",East of Lesvos,"Aegean Sea, Greece",sea,exact,true,"39.09893, 26.36895",39.09893,26.36895,,7,,,,,0,"Capsized boat east of Lesvos. 57 migrants rescued and 7 dead bodies recovered (4 women, 1 man, 2 children). SAR operation launched. Departure country: Turkey. Involved authorities: HCG.",false,"Capsized boat, East of Lesvos. 57 migrants rescued and 07 dead bodies recovered... a capsized boat was spotted by Text Removed - Justification 6 at Pamfila sea area, east side of Lesvos island.",high,"19,20"
286,pad-2020-00217,pdfs/pad-2020-00217/Doc_4.pdf,9,gemini-2.5-flash,2026-02-17 09:53:46.520741+01,10046/2019,2019-06-11,2019-06-11,,"Pamfila sea area, east side of Lesvos island",,"Lesvos, Greece",sea,exact,true,"39.0989300000, 26.3689500000",39.09893,26.36895,,7,,,,,0,"A capsized boat was spotted in the Pamfila sea area, east of Lesvos island. A SAR operation rescued 57 migrants and recovered 7 dead bodies (4 women, 1 man, 2 children). The SAR operation is ongoing for possible further detections.",false,"Capsized boat, East of Lesvos. 57 migrants rescued and 07 dead bodies recovered and 'On 11 June 2019, at 06:45, a capsized boat was spotted by Text Removed - Justification 6 at Pamfila sea area, east side of Lesvos island.'",high,"19,20"
643,pad-2025-00339,pdfs/pad-2025-00339/SIR_10048_2019.pdf,0,gemini-2.5-flash,2026-02-17 13:19:40.160379+01,10048/2019,2019-06-14,2019-06-13,"Location of the incident: Bulgaria,, Bulgaria. Latitude: Text Removed - Operational Area. Longitude: Text Removed - Operational Area. Reference to the operational area: Yes. Close to the border between Greece and Bulgaria. Migrants crossed the border from TUR to BGR by rubber boat through a river. The exact area of the border crossing could not have been determined for the time being.","Border area between Greece and Bulgaria, near the Turkish border, involving a river crossing from Turkey to Bulgaria.","Bulgaria,, Bulgaria; close to the border between Greece and Bulgaria; crossed the border from TUR to BGR by rubber boat through a river","Bulgaria, Greece, Turkey border area",land,broad,true,border area between Greece and Bulgaria near Turkey,,,The exact area of the border crossing could not be determined for the time being.,0,27,0,,,3,"Twenty-seven irregular migrants (22 AFG, 5 PAK) apprehended near the border between Greece and Bulgaria, after crossing from Turkey by rubber boat. Migrants reported being victims of threats, beating, dog attacks, robbery, and violent deportation by Bulgarian law enforcement authorities, and showed body marks consistent with physical abuse. They were later pushed back to Greece. Frontex resources were not involved in the apprehension or alleged abuse.",false,"They have declared themselves as vistims of threats, beating, attack of dogs, robbery and violent deportation from Bulgaria to Greece, by the Bukgarian law enforcement authorities. Some of the migrants had body marks, which could indicate physical abuse, including some possible dog bites.",medium,"1,2"
63,pad-2020-00078,pdfs/pad-2020-00078/SirExport_JO_Poseidon_2019_2_Releasable.pdf,8,gemini-2.5-flash,2026-02-17 08:41:07.510174+01,10050/2019,2019-06-29,2019-06-29,hospital,"Hospital (location not specified, likely near operation area)",hospital,,facility,unknown,false,,,,Hospital location not specified.,0,1,0,,,0,A Frontex staff member (Text Removed - Justification 4) went to the hospital for throat inflammation and underwent tonsillitis surgery.,false,"Text Removed - Justification 4, went last evening to the hospital because of a throat inflammation, this morning at 2am a surgery of tonsillitis (amigdalite) was performed.",medium,"17,18"
285,pad-2020-00217,pdfs/pad-2020-00217/Doc_4.pdf,8,gemini-2.5-flash,2026-02-17 09:53:46.520741+01,10050/2019,2019-06-29,2019-06-29,,"Hospital (location not specified, but likely near the operation area 'Poseidon Sea 2019')",,,facility,unknown,false,,,,Hospital location is not specified.,0,1,0,,,0,A Frontex staff member (Text Removed - Justification 4) was hospitalized for throat inflammation and underwent tonsillitis surgery. This is a medical incident involving a staff member.,false,"Text Removed - Justification 4, went last evening to the hospital because of a throat inflammation, this morning at 2am a surgery of tonsillitis (amigdalite) was performed.",low,"17,18"
62,pad-2020-00078,pdfs/pad-2020-00078/SirExport_JO_Poseidon_2019_2_Releasable.pdf,7,gemini-2.5-flash,2026-02-17 08:41:07.510174+01,10056/2019,2019-07-25,2019-07-22,"proximity area of Agathonisi island, Samos, inside of the GTW (Greek Territorial Waters)","Greek Territorial Waters near Agathonisi island, Samos","proximity area of Agathonisi island, Samos","Aegean Sea, Greece",sea,exact,true,"37.41, 27.0866666667",37.41,27.0866666667,,,,,,,0,Hostile maneuvers by Turkish patrol vessel against a Frontex asset (tender) inside Greek Territorial Waters near Agathonisi island. TUR patrol boat entered GTW while Frontex asset was identifying Turkish fishing vessels. Dangerous maneuvers put crew safety at risk.,false,Hostile maneuvers by TUR patrol vessel vs Text Removed - Justification 6... inside of the GTW... The dangerous maneuvers made by the TUR Patrol boat put at risk the safety of the crew.,high,"15,16"
284,pad-2020-00217,pdfs/pad-2020-00217/Doc_4.pdf,7,gemini-2.5-flash,2026-02-17 09:53:46.520741+01,10056/2019,2019-07-25,2019-07-22,,"Near Agathonisi island, Samos, within Greek territorial waters (GTW)",,"Agathonisi, Samos, Greece",sea,exact,true,"37.4100000000, 27.0866666667",37.41,27.0866666667,,,,,,,0,"A Turkish patrol vessel conducted hostile maneuvers against a Frontex asset (Text Removed - Justification 6) inside Greek territorial waters near Agathonisi island, Samos, while the Frontex asset was identifying Turkish fishing vessels. The Frontex asset was forced to change course to avoid a collision. The dangerous maneuvers put the crew's safety at risk.",false,"Hostile maneuvers by TUR patrol vessel vs Text Removed - Justification 6 and 'At 13:32 LT, the Turkish CPB Text Removed - Justification 5 approached them conducting hostile maneuvers versus the Text Removed - Justification 6, inside of GTW.'",high,"15,16"
305,pad-2020-00236-sirs-,pdfs/pad-2020-00236-sirs-/PAD-2020-00236-SIRs-.pdf,0,gemini-2.5-flash,2026-02-17 09:57:04.895152+01,10060/2019,2019-08-11,2019-08-11,,"Central Mediterranean Sea, near 35.2686111111, 13.2188888889",,Central Mediterranean Sea,sea,exact,true,"35.2686111111, 13.2188888889",35.2686111111,13.2188888889,,,1,,,,0,"At 19:10 Lt, of 01st August 2019, the M/N ""OPEN ARMS"" (NGO) rescued two wooden boat in distress, that amounts to a total of 123 persons. [Text removed-Reporting tools] has requested for the evacuation of some people including an Eritrean male, suspected to be infected of TBC (tubercolousis). [Text removed-Reporting tools], has despatched the [Text removed-Technical Equipment], that has trasferred the man from the M/N OPEN ARMS to [Text removed-Operational Area], where they ariived at 22:50 LT.",false,Injured persons: 1,high,"1,2"
306,pad-2020-00236-sirs-,pdfs/pad-2020-00236-sirs-/PAD-2020-00236-SIRs-.pdf,1,gemini-2.5-flash,2026-02-17 09:57:04.895152+01,10061/2019,2019-08-13,2019-08-12,,"Central Mediterranean Sea, near 34.4166666667, 12.6833333333",,Central Mediterranean Sea,sea,exact,true,"34.4166666667, 12.6833333333",34.4166666667,12.6833333333,,1,1,,,,0,"On 12 August 2019, at 15h45, [Text removed-Technical equipment], in response to a request from Text removed-Reporting tools to detect and observe a Tunisian fishing vessel which had requested medical assistance, detected one small rubber boat adrift with two persons on board. The boat was detected Text removed-Sensitive Operational Information. Several attempts were made by Text removed-Technical Equipment to establish radio contact with vessels in the vicinity but without success. Text removed-Reporting tools informed Frontex that a helicopter was dispatched to reach and operate in the area. At around 19h30, after a MEDEVAC operation, the helicopter took on board one of the two persons from the rubber boat. The other person was confirmed to be deceased and was left behind in the rubber boat. Text removed-Reporting tools, Text removed-Technical Equipment recovered the dead body. Text removed-Reporting tools have informed that, due to the corpse's high state of decomposition, it was not possible to recover it by helicopter on the previous day.",false,"Dead persons: 1
Injured persons: 1",high,"3,4"
61,pad-2020-00078,pdfs/pad-2020-00078/SirExport_JO_Poseidon_2019_2_Releasable.pdf,6,gemini-2.5-flash,2026-02-17 08:41:07.510174+01,10063/2019,2019-08-25,2019-08-24,Moria RIC - Lesvos,"Moria RIC, Lesvos island",Moria RIC - Lesvos,"Lesvos, Greece",facility,exact,true,"Moria RIC, Lesvos, Greece",,,,1,2,,,,0,"Minor killed in Moria RIC - Lesvos. 3 Afghan minors started fighting, one died after being stabbed. The other two were injured and transferred to Mytilini hospital. Police investigation ongoing.",false,3 Afghan minors (14 and 15 years old) started fighting in Moria RIC and one of them died after being stabbed. The other two migrants have been injured,high,"13,14"
283,pad-2020-00217,pdfs/pad-2020-00217/Doc_4.pdf,6,gemini-2.5-flash,2026-02-17 09:53:46.520741+01,10063/2019,2019-08-25,2019-08-24,,"Moria RIC (Reception and Identification Centre), Lesvos island",,"Lesvos, Greece",facility,exact,true,"Moria RIC, Lesvos, Greece",,,"Coordinates are 0.0, but textual description is clear.",1,2,,,,0,"A fight between three Afghan minors (14 and 15 years old) in Moria RIC, Lesvos, resulted in one minor being stabbed to death. The other two minors were injured and transferred to Mytilini hospital. Police investigation is ongoing.",false,Minor killed in Moria RIC - Lesvos and '3 Afghan minors (14 and 15 years old) started fighting in Moria RIC and one of them died after being stabbed. The other two migrants have been injured and were transferred to Mytilini hospital.',high,"13,14"
